gender,race/ethnicity,parental level of education,test preparation course,math score,reading score,writing score,current_score,study_hours_per_week,attendance_rate,participation_level,homework_completion,extracurricular_activities,sleep_hours_per_night,internet_access,previous_grade
female,group E,associate's degree,none,79,56,63,66.0,17.0,80.3,medium,rarely,yes,7.7,no,C
male,group C,some college,completed,71,76,67,71.33,11.2,65.8,medium,always,no,6.2,no,D
female,group B,associate's degree,none,84,86,96,88.67,25.7,73.4,medium,often,yes,6.2,no,A
female,group E,high school,none,86,82,88,85.33,33.1,88.9,medium,rarely,yes,5.4,no,C
female,group D,bachelor's degree,none,95,96,100,97.0,15.3,68.9,low,always,no,7.0,no,A
female,group E,associate's degree,none,87,92,99,92.67,31.8,95.0,high,rarely,yes,8.2,no,C
male,group A,high school,none,52,67,50,56.33,29.9,80.2,low,sometimes,yes,8.0,yes,C
female,group D,bachelor's degree,completed,88,93,80,87.0,13.6,70.6,high,sometimes,no,6.4,no,C
female,group A,bachelor's degree,completed,91,100,100,97.0,28.6,74.8,high,often,no,7.6,no,C
male,group A,some high school,completed,72,76,90,79.33,16.1,67.3,medium,always,yes,8.8,no,C
female,group B,bachelor's degree,none,96,91,100,95.67,25.0,90.6,high,always,yes,6.8,yes,B
male,group D,high school,none,65,74,71,70.0,34.2,72.4,low,often,no,6.8,yes,F
female,group C,high school,completed,92,98,75,88.33,3.9,99.9,medium,sometimes,yes,8.0,yes,B
male,group D,some high school,none,66,67,47,60.0,13.5,95.1,high,often,no,5.8,yes,F
male,group A,some college,none,92,85,88,88.33,30.2,87.5,high,always,no,7.1,no,F
male,group B,some college,completed,85,91,74,83.33,18.7,81.3,medium,always,no,8.2,yes,F
male,group B,associate's degree,completed,81,72,86,79.67,3.7,94.9,low,sometimes,no,5.3,yes,B
female,group B,some college,none,69,74,84,75.67,11.8,60.5,low,often,yes,6.2,no,B
female,group E,bachelor's degree,completed,97,99,76,90.67,32.1,70.6,high,sometimes,yes,6.8,yes,F
female,group E,some high school,completed,35,36,22,31.0,26.0,75.1,low,rarely,no,5.0,yes,F
female,group E,master's degree,completed,89,96,91,92.0,24.7,71.8,medium,often,no,7.2,no,B
female,group C,associate's degree,completed,72,75,55,67.33,19.6,68.0,high,rarely,yes,7.0,no,D
female,group D,high school,none,65,65,77,69.0,17.4,62.8,high,sometimes,no,7.4,no,C
female,group B,some college,completed,98,83,100,93.67,20.1,83.3,medium,sometimes,no,6.6,yes,C
female,group B,high school,completed,87,75,75,79.0,16.3,93.1,low,often,no,8.3,no,B
male,group C,bachelor's degree,none,58,42,40,46.67,11.8,89.0,low,sometimes,no,5.9,no,D
female,group D,some high school,completed,65,57,45,55.67,9.8,75.2,medium,always,yes,6.9,yes,F
female,group A,some high school,none,68,88,70,75.33,12.5,77.9,medium,always,no,7.5,yes,A
female,group B,some college,none,98,79,100,92.33,14.5,94.9,medium,often,yes,7.7,no,A
male,group C,bachelor's degree,none,93,81,77,83.67,18.1,92.5,low,always,no,8.8,no,F
male,group B,some high school,none,85,82,87,84.67,17.3,87.6,medium,often,no,8.5,yes,B
female,group E,some high school,completed,39,48,54,47.0,31.0,71.2,low,sometimes,no,5.4,no,F
female,group B,bachelor's degree,completed,67,75,79,73.67,31.7,85.0,medium,often,yes,5.0,no,F
female,group E,some college,none,80,81,79,80.0,3.4,73.9,high,often,no,5.7,yes,C
female,group A,associate's degree,none,74,85,68,75.67,33.5,68.6,high,rarely,no,7.1,no,F
male,group A,bachelor's degree,none,78,89,89,85.33,17.3,63.5,low,always,yes,7.4,yes,A
male,group B,some high school,none,69,76,71,72.0,4.5,87.9,medium,always,yes,7.5,no,B
female,group E,bachelor's degree,none,75,57,69,67.0,15.1,72.9,high,rarely,yes,7.4,yes,F
female,group D,bachelor's degree,none,59,84,67,70.0,31.4,63.8,medium,sometimes,no,9.0,no,F
female,group C,bachelor's degree,none,95,73,89,85.67,29.9,76.7,low,sometimes,no,6.8,no,B
female,group C,master's degree,completed,95,88,89,90.67,8.2,73.8,high,always,no,6.4,no,C
female,group C,some high school,none,80,74,71,75.0,3.1,78.8,medium,often,yes,8.8,no,A
female,group A,some college,none,100,100,100,100.0,23.3,93.1,high,often,no,5.4,yes,B
female,group E,master's degree,none,71,79,87,79.0,4.4,87.6,low,rarely,yes,7.1,yes,A
male,group B,some high school,completed,68,67,77,70.67,18.4,93.0,medium,often,no,6.6,yes,B
male,group E,high school,none,71,72,81,74.67,13.1,88.7,high,always,no,8.0,yes,C
female,group C,master's degree,completed,58,65,64,62.33,6.8,65.4,low,sometimes,yes,8.8,yes,D
male,group A,associate's degree,none,83,79,82,81.33,28.1,80.4,low,often,yes,5.5,yes,C
male,group C,some college,none,75,97,79,83.67,18.4,73.7,high,always,yes,6.0,no,C
male,group A,some college,completed,99,91,100,96.67,3.4,86.1,high,always,no,8.1,yes,A
female,group C,bachelor's degree,completed,100,100,100,100.0,25.1,69.9,low,always,no,8.6,no,A
female,group A,high school,completed,79,88,99,88.67,33.0,88.9,medium,often,yes,5.8,yes,C
female,group B,associate's degree,none,70,80,73,74.33,14.8,73.2,medium,often,yes,7.4,no,C
male,group A,master's degree,completed,64,87,59,70.0,24.9,64.2,medium,often,yes,7.7,no,F
female,group A,master's degree,none,58,52,59,56.33,16.4,60.9,medium,sometimes,yes,6.9,yes,D
male,group D,master's degree,none,76,79,75,76.67,24.2,91.3,medium,always,yes,7.1,yes,F
male,group E,associate's degree,none,54,31,44,43.0,10.2,69.0,low,rarely,yes,7.1,yes,F
male,group B,some college,none,39,47,60,48.67,29.0,82.4,low,sometimes,no,6.0,yes,F
female,group A,associate's degree,completed,80,88,78,82.0,3.6,68.8,high,always,no,7.8,yes,F
female,group C,master's degree,completed,68,81,75,74.67,7.3,75.9,medium,often,yes,7.3,yes,F
male,group A,associate's degree,none,71,68,63,67.33,18.8,61.0,high,rarely,yes,6.3,yes,D
male,group C,associate's degree,completed,83,81,95,86.33,11.8,75.3,low,always,no,8.3,no,D
female,group D,some high school,completed,77,85,84,82.0,16.1,82.1,high,often,yes,5.9,yes,F
female,group E,high school,completed,33,28,41,34.0,9.1,88.6,low,rarely,no,8.2,no,F
female,group E,associate's degree,completed,86,85,93,88.0,13.6,82.2,low,always,no,5.8,yes,C
male,group A,some high school,none,77,78,69,74.67,18.5,68.6,high,rarely,yes,6.1,yes,A
male,group E,some high school,none,84,65,65,71.33,25.6,89.4,high,rarely,yes,5.6,yes,D
female,group B,bachelor's degree,completed,59,58,54,57.0,6.1,65.5,low,sometimes,no,8.0,yes,F
female,group E,bachelor's degree,none,56,56,81,64.33,24.7,60.7,low,often,yes,6.2,yes,D
female,group C,some high school,completed,92,84,100,92.0,24.6,70.6,high,always,no,7.8,yes,C
female,group E,some college,none,67,69,68,68.0,13.4,64.3,medium,sometimes,no,7.0,no,B
female,group B,high school,none,64,88,88,80.0,34.7,67.9,high,sometimes,no,7.3,yes,F
female,group D,bachelor's degree,completed,100,82,100,94.0,31.2,68.6,medium,sometimes,no,7.5,yes,C
male,group D,some college,completed,78,80,94,84.0,13.2,67.0,high,sometimes,yes,6.7,no,D
male,group A,high school,completed,92,99,87,92.67,15.2,84.6,medium,sometimes,no,6.5,no,A
male,group B,master's degree,completed,85,92,100,92.33,27.4,63.6,high,always,yes,5.8,yes,D
male,group E,some college,none,85,77,70,77.33,2.5,70.6,medium,always,no,7.1,no,C
female,group E,associate's degree,none,90,87,94,90.33,32.7,91.4,low,always,no,5.8,yes,C
female,group D,some high school,completed,59,80,63,67.33,26.4,85.0,high,sometimes,yes,8.9,no,F
female,group C,high school,completed,77,75,74,75.33,27.7,98.3,medium,sometimes,no,7.8,yes,D
female,group C,associate's degree,none,80,89,80,83.0,23.0,90.1,medium,sometimes,no,7.7,yes,B
female,group B,bachelor's degree,completed,100,89,100,96.33,19.7,90.8,high,rarely,yes,7.6,yes,A
female,group B,master's degree,completed,55,57,58,56.67,5.9,60.6,low,sometimes,yes,8.6,yes,F
female,group C,some high school,none,64,78,63,68.33,34.7,71.8,high,always,yes,7.8,yes,F
female,group A,some high school,none,84,100,100,94.67,21.5,80.2,high,often,yes,7.6,no,B
male,group A,bachelor's degree,completed,59,80,70,69.67,17.9,63.1,low,sometimes,no,7.2,no,C
female,group A,some college,none,86,79,100,88.33,32.8,92.2,medium,sometimes,yes,7.8,no,A
male,group A,associate's degree,none,71,83,67,73.67,7.8,71.4,medium,always,yes,7.1,yes,B
male,group D,associate's degree,none,74,78,72,74.67,3.9,74.9,high,rarely,yes,7.9,yes,B
female,group C,some high school,completed,100,87,90,92.33,32.9,62.2,high,often,yes,7.7,yes,C
male,group B,bachelor's degree,completed,100,88,100,96.0,25.7,63.4,high,always,yes,8.2,no,B
male,group E,associate's degree,none,82,75,87,81.33,24.4,93.2,medium,sometimes,yes,5.2,no,A
male,group D,high school,completed,73,69,78,73.33,32.3,75.7,medium,always,no,8.4,yes,C
female,group D,high school,none,88,63,66,72.33,32.0,63.9,high,always,no,7.4,yes,F
female,group A,bachelor's degree,none,74,75,72,73.67,3.0,77.4,low,rarely,yes,6.1,no,B
female,group B,master's degree,none,100,100,88,96.0,5.0,77.8,medium,often,yes,9.0,yes,A
female,group D,some college,none,37,43,49,43.0,9.5,60.1,low,sometimes,yes,6.2,yes,D
female,group E,bachelor's degree,none,56,45,44,48.33,26.7,97.5,low,rarely,yes,5.2,no,F
male,group E,bachelor's degree,none,55,60,52,55.67,12.9,70.8,medium,rarely,no,7.0,no,D
male,group E,high school,completed,100,97,84,93.67,10.3,66.6,high,always,yes,6.4,yes,C
female,group C,associate's degree,completed,71,73,77,73.67,21.4,82.8,low,sometimes,no,6.9,no,D
female,group D,some high school,none,54,53,27,44.67,5.6,90.0,medium,sometimes,no,5.5,yes,D
male,group B,some college,completed,93,84,75,84.0,16.6,67.4,medium,often,no,6.9,no,D
female,group D,master's degree,completed,100,94,93,95.67,21.9,72.5,medium,often,yes,8.6,no,C
male,group D,some college,none,76,87,66,76.33,3.1,92.6,high,always,yes,6.8,no,D
female,group D,some college,completed,82,87,85,84.67,30.3,95.9,high,sometimes,yes,8.8,yes,D
male,group D,some college,completed,85,100,100,95.0,7.8,84.3,medium,always,yes,6.9,no,B
female,group B,master's degree,none,72,77,62,70.33,27.1,95.4,medium,rarely,no,7.9,no,F
female,group E,bachelor's degree,none,68,64,90,74.0,2.2,69.6,high,rarely,no,5.4,yes,A
male,group C,high school,completed,100,100,100,100.0,2.3,89.4,high,always,no,5.6,no,A
male,group A,some college,completed,90,81,97,89.33,2.2,99.4,high,sometimes,no,8.5,no,D
female,group E,master's degree,completed,76,78,88,80.67,11.6,82.5,medium,rarely,no,5.4,yes,C
female,group A,some high school,completed,89,96,90,91.67,27.2,84.8,medium,often,no,5.9,no,B
female,group C,associate's degree,completed,98,97,100,98.33,17.2,96.2,medium,always,no,6.6,yes,C
male,group A,some high school,none,42,31,29,34.0,19.4,72.7,high,rarely,yes,6.0,yes,F
male,group E,high school,none,98,99,95,97.33,23.6,87.2,high,always,no,8.0,yes,D
male,group B,master's degree,none,45,52,41,46.0,23.0,72.1,medium,rarely,yes,8.9,no,F
female,group D,some high school,completed,70,56,73,66.33,34.3,83.5,low,often,yes,7.2,yes,F
male,group C,some college,completed,48,46,52,48.67,25.6,76.7,medium,rarely,no,8.0,no,F
female,group E,associate's degree,none,89,74,72,78.33,30.0,93.1,high,rarely,no,6.5,no,D
male,group C,bachelor's degree,completed,100,91,92,94.33,34.1,84.7,high,sometimes,no,8.9,yes,B
female,group A,high school,none,40,60,53,51.0,18.9,72.8,high,sometimes,no,5.7,no,F
male,group E,associate's degree,none,50,70,48,56.0,5.1,66.9,low,always,yes,5.4,yes,D
female,group B,high school,none,54,44,55,51.0,10.2,95.6,medium,rarely,no,7.9,yes,D
male,group B,associate's degree,none,80,75,63,72.67,21.8,87.3,medium,always,no,9.0,no,D
male,group A,bachelor's degree,completed,83,67,81,77.0,2.5,64.8,low,often,yes,7.6,no,B
female,group B,associate's degree,none,83,75,85,81.0,32.5,75.9,high,rarely,yes,7.5,no,F
female,group E,some high school,none,64,86,75,75.0,14.9,95.5,high,sometimes,no,6.0,yes,B
female,group A,associate's degree,none,75,77,73,75.0,9.6,69.3,medium,rarely,no,8.6,yes,B
male,group E,master's degree,none,95,99,98,97.33,14.9,96.6,high,always,yes,5.5,yes,B
male,group A,bachelor's degree,none,74,71,92,79.0,19.1,65.6,high,often,yes,7.1,no,C
female,group E,some college,completed,97,95,95,95.67,16.1,85.1,low,always,yes,7.9,no,B
male,group B,high school,none,59,58,72,63.0,23.1,79.8,low,always,no,8.4,yes,F
female,group D,associate's degree,none,60,53,55,56.0,11.9,60.7,low,rarely,no,8.6,no,C
female,group D,some college,completed,77,77,72,75.33,8.6,69.4,high,rarely,no,7.1,no,A
female,group B,associate's degree,completed,81,92,72,81.67,8.8,91.5,medium,often,no,5.7,no,C
male,group E,associate's degree,none,72,63,70,68.33,5.9,82.8,high,rarely,yes,8.6,yes,D
male,group A,high school,none,65,58,74,65.67,5.0,87.2,medium,rarely,no,7.9,yes,B
female,group B,some college,completed,100,94,100,98.0,25.3,91.6,high,often,no,5.8,yes,C
male,group A,associate's degree,none,94,100,93,95.67,17.6,92.0,high,sometimes,no,7.3,yes,A
male,group B,associate's degree,completed,77,98,74,83.0,20.0,68.6,low,sometimes,no,6.9,yes,A
female,group A,associate's degree,completed,92,86,97,91.67,28.0,99.4,medium,rarely,yes,5.1,no,A
male,group A,some college,none,91,68,86,81.67,32.9,60.5,medium,sometimes,no,7.4,yes,B
male,group E,bachelor's degree,completed,86,99,96,93.67,24.4,86.8,high,sometimes,no,8.8,no,B
male,group D,bachelor's degree,none,89,62,87,79.33,12.2,78.1,low,rarely,yes,6.5,yes,A
female,group C,associate's degree,none,72,71,70,71.0,17.8,84.9,low,sometimes,no,8.3,yes,B
female,group A,master's degree,none,91,81,97,89.67,32.5,93.2,low,sometimes,no,5.4,no,A
male,group D,associate's degree,completed,84,78,93,85.0,6.7,80.9,low,always,yes,5.0,yes,C
female,group B,associate's degree,none,100,100,88,96.0,30.8,74.4,medium,sometimes,no,5.2,yes,A
male,group A,some college,completed,60,80,62,67.33,34.9,70.3,low,rarely,no,7.9,no,F
female,group D,master's degree,none,77,72,70,73.0,34.2,71.3,low,sometimes,no,8.8,yes,C
male,group E,high school,completed,83,100,76,86.33,9.4,88.2,high,often,no,5.8,yes,C
female,group B,some high school,completed,47,58,53,52.67,8.6,69.7,low,always,yes,6.7,no,F
male,group C,master's degree,completed,82,66,71,73.0,21.1,63.6,low,rarely,yes,7.8,yes,B
female,group C,bachelor's degree,none,86,100,100,95.33,13.6,94.4,low,often,yes,5.5,no,A
male,group C,associate's degree,none,68,71,74,71.0,16.3,79.5,high,rarely,no,8.7,yes,D
female,group E,some college,completed,75,63,55,64.33,5.5,92.8,medium,sometimes,no,6.7,yes,C
male,group E,master's degree,completed,100,85,96,93.67,22.9,95.2,low,rarely,yes,8.6,yes,B
male,group D,some college,none,76,92,80,82.67,29.0,74.7,low,sometimes,yes,7.4,no,B
female,group B,associate's degree,none,52,61,60,57.67,17.3,99.9,medium,rarely,no,7.0,yes,F
male,group B,high school,completed,96,75,73,81.33,28.0,88.3,medium,rarely,no,6.0,no,C
female,group A,bachelor's degree,none,86,89,86,87.0,34.2,94.7,low,often,yes,8.6,no,F
female,group E,high school,none,84,84,74,80.67,3.7,89.8,medium,always,yes,7.0,yes,B
male,group D,some high school,completed,89,93,100,94.0,11.2,66.4,high,often,yes,5.8,no,A
female,group C,some high school,completed,89,90,100,93.0,22.1,66.2,high,sometimes,no,8.2,no,A
male,group C,some high school,completed,100,89,97,95.33,29.2,87.9,low,always,no,5.3,no,A
male,group E,high school,none,65,80,58,67.67,21.8,73.1,low,rarely,no,8.1,yes,B
female,group C,some college,none,92,100,89,93.67,29.6,66.1,high,often,no,5.3,no,C
male,group A,high school,completed,85,87,90,87.33,11.5,80.0,high,rarely,yes,6.8,yes,B
female,group D,some college,none,82,76,92,83.33,34.1,70.7,low,often,yes,7.9,no,C
female,group C,some high school,completed,99,89,82,90.0,26.1,98.1,low,often,yes,8.3,yes,C
male,group A,master's degree,completed,91,100,100,97.0,14.2,60.8,medium,always,yes,7.1,no,C
male,group A,associate's degree,none,95,87,89,90.33,7.3,74.8,high,sometimes,yes,6.7,no,A
male,group A,some high school,completed,76,72,65,71.0,30.1,92.2,low,sometimes,yes,5.5,no,C
male,group E,bachelor's degree,none,67,51,46,54.67,18.1,74.2,low,rarely,yes,6.0,yes,D
male,group A,some college,completed,69,66,59,64.67,30.0,60.4,low,always,yes,8.7,yes,F
female,group D,associate's degree,completed,86,88,79,84.33,9.8,65.5,medium,always,yes,7.4,no,B
male,group C,some college,none,37,51,40,42.67,3.2,61.5,low,rarely,yes,5.1,no,D
female,group E,associate's degree,completed,59,72,65,65.33,16.9,80.5,low,often,no,7.9,yes,D
male,group E,high school,completed,86,92,91,89.67,16.6,85.9,medium,often,no,7.0,no,C
female,group D,some college,completed,80,91,86,85.67,19.6,87.2,low,often,yes,8.5,yes,C
male,group D,bachelor's degree,none,100,100,82,94.0,4.3,95.7,high,sometimes,yes,5.1,yes,B
male,group C,bachelor's degree,completed,94,91,80,88.33,21.7,77.1,low,always,no,6.3,yes,B
male,group E,some college,none,71,87,85,81.0,22.2,89.5,high,rarely,no,8.1,yes,F
male,group D,bachelor's degree,none,90,91,96,92.33,11.8,66.4,low,always,yes,6.7,yes,A
male,group E,high school,completed,87,61,86,78.0,18.8,64.2,high,always,yes,8.4,no,F
male,group B,some college,completed,62,49,64,58.33,5.0,69.2,medium,rarely,yes,5.2,yes,F
male,group A,bachelor's degree,none,73,90,90,84.33,21.5,85.2,low,often,no,8.4,yes,C
female,group C,high school,completed,97,100,99,98.67,34.2,96.1,high,always,no,5.5,no,B
female,group B,master's degree,completed,100,100,85,95.0,20.3,81.2,medium,often,no,6.3,yes,B
male,group E,associate's degree,completed,88,83,79,83.33,27.6,85.0,low,often,yes,6.6,yes,D
male,group C,master's degree,completed,86,100,100,95.33,22.1,63.6,low,often,no,6.9,yes,A
female,group D,some high school,none,65,68,58,63.67,15.3,68.3,low,sometimes,yes,7.6,no,C
male,group A,some high school,none,63,76,74,71.0,26.8,65.6,medium,always,yes,6.4,no,D
female,group C,bachelor's degree,none,63,72,74,69.67,6.4,66.9,low,always,yes,6.4,yes,D
male,group A,some college,completed,89,90,95,91.33,23.6,93.5,medium,often,yes,7.1,yes,C
male,group D,high school,completed,94,100,100,98.0,9.3,74.7,high,rarely,no,6.5,no,A
female,group B,bachelor's degree,none,83,61,57,67.0,10.8,82.9,low,rarely,yes,8.6,no,B
male,group D,master's degree,none,100,100,100,100.0,31.4,93.9,high,often,no,9.0,yes,A
male,group D,bachelor's degree,none,57,54,58,56.33,20.8,75.3,low,rarely,no,8.7,yes,D
male,group C,master's degree,none,71,58,54,61.0,17.5,61.9,low,rarely,yes,8.5,yes,B
female,group A,associate's degree,completed,91,91,90,90.67,10.1,88.2,medium,always,no,5.4,no,C
male,group E,associate's degree,completed,73,76,81,76.67,2.5,90.9,medium,always,no,8.5,yes,D
male,group C,associate's degree,none,78,83,72,77.67,33.5,69.9,medium,sometimes,no,7.9,yes,B
male,group A,master's degree,none,100,78,98,92.0,28.4,69.7,high,always,yes,7.9,yes,D
female,group E,master's degree,none,96,90,98,94.67,28.7,98.7,high,sometimes,no,6.9,no,A
female,group A,bachelor's degree,completed,100,100,100,100.0,7.5,99.3,low,always,yes,5.4,yes,B
male,group B,some high school,none,64,70,42,58.67,5.8,82.2,low,always,yes,6.1,yes,F
female,group C,master's degree,completed,86,73,81,80.0,11.4,67.8,low,always,no,5.0,no,C
female,group A,master's degree,none,77,69,83,76.33,31.3,87.8,low,always,yes,6.6,yes,F
male,group A,bachelor's degree,completed,84,79,96,86.33,14.0,94.1,medium,often,no,8.0,no,D
female,group E,bachelor's degree,none,76,60,69,68.33,18.1,69.0,low,sometimes,no,5.8,no,B
female,group A,associate's degree,none,88,75,88,83.67,16.9,83.2,high,sometimes,yes,8.5,no,C
female,group A,some college,none,87,73,90,83.33,22.0,82.3,medium,often,no,7.6,yes,B
male,group C,master's degree,none,98,84,100,94.0,13.2,88.4,medium,often,no,5.2,yes,B
female,group B,associate's degree,none,100,99,100,99.67,22.8,83.5,high,often,yes,6.4,yes,A
female,group E,associate's degree,completed,72,86,87,81.67,16.3,68.1,high,rarely,yes,5.9,yes,B
male,group B,some high school,none,78,79,60,72.33,8.7,98.4,low,often,yes,7.0,no,C
female,group E,associate's degree,completed,71,58,72,67.0,9.3,60.4,high,rarely,yes,7.9,no,D
female,group B,associate's degree,none,55,67,47,56.33,6.3,66.9,medium,sometimes,no,6.4,yes,C
male,group D,some high school,completed,100,85,91,92.0,13.6,93.5,high,sometimes,yes,5.3,yes,B
female,group D,bachelor's degree,completed,100,88,100,96.0,14.3,91.1,high,rarely,no,7.4,yes,B
male,group B,some college,none,88,95,97,93.33,25.3,83.1,high,often,no,8.6,no,C
female,group C,high school,none,65,51,78,64.67,3.8,98.2,medium,always,yes,5.5,yes,F
female,group E,master's degree,none,69,65,73,69.0,30.1,81.0,medium,rarely,no,5.9,yes,C
female,group C,some college,none,85,97,85,89.0,33.9,83.0,high,often,yes,8.6,yes,F
male,group A,bachelor's degree,none,99,100,100,99.67,30.7,71.7,high,often,yes,5.5,yes,D
female,group C,associate's degree,none,78,63,71,70.67,3.8,80.0,medium,rarely,yes,6.5,no,B
female,group C,bachelor's degree,none,77,59,52,62.67,25.4,65.4,low,sometimes,no,8.3,yes,D
male,group C,master's degree,completed,97,91,86,91.33,18.7,63.4,high,often,yes,8.9,yes,C
male,group C,associate's degree,none,97,79,83,86.33,4.2,84.9,medium,often,no,7.3,no,A
female,group A,master's degree,completed,52,61,67,60.0,19.9,64.0,medium,sometimes,yes,8.7,no,F
female,group D,some high school,completed,57,34,58,49.67,19.0,87.8,low,sometimes,no,5.2,no,F
female,group B,some college,completed,75,72,77,74.67,5.0,93.4,low,always,no,6.4,yes,C
male,group A,associate's degree,none,83,79,78,80.0,6.2,72.5,low,sometimes,yes,7.1,no,A
male,group E,associate's degree,none,91,85,100,92.0,15.6,79.0,medium,always,no,6.7,no,A
male,group E,high school,none,63,74,78,71.67,8.7,95.6,low,often,yes,8.4,yes,A
male,group B,master's degree,none,44,66,50,53.33,11.1,88.7,medium,sometimes,yes,7.4,no,F
female,group B,some high school,completed,92,77,72,80.33,29.5,76.8,medium,often,no,7.3,no,D
male,group C,associate's degree,none,79,74,73,75.33,27.6,77.3,low,sometimes,no,5.8,yes,B
male,group B,high school,completed,94,100,86,93.33,22.5,86.5,high,sometimes,yes,6.2,no,A
female,group C,bachelor's degree,completed,100,91,87,92.67,32.7,68.9,high,rarely,yes,9.0,yes,A
male,group D,associate's degree,none,100,100,94,98.0,30.9,94.4,low,often,no,6.6,yes,B
male,group C,associate's degree,completed,89,89,100,92.67,19.3,79.4,high,often,yes,6.4,no,A
male,group C,some high school,completed,54,66,68,62.67,23.7,67.8,medium,sometimes,yes,6.6,no,F
male,group C,master's degree,none,93,96,93,94.0,16.8,97.5,medium,sometimes,yes,7.9,no,B
female,group C,high school,completed,57,57,82,65.33,31.0,74.3,low,rarely,yes,6.2,no,B
male,group E,some high school,completed,80,92,77,83.0,24.4,86.4,medium,sometimes,no,7.5,no,C
female,group A,some high school,completed,76,65,78,73.0,32.6,87.9,low,often,no,6.0,no,D
male,group A,some high school,completed,60,54,44,52.67,12.4,62.1,low,sometimes,no,8.8,no,D
female,group A,some college,none,61,63,55,59.67,18.9,87.0,low,rarely,no,8.8,no,D
female,group D,master's degree,none,86,100,99,95.0,32.7,75.9,medium,sometimes,yes,8.8,yes,A
male,group A,associate's degree,none,100,80,88,89.33,17.2,82.7,high,always,yes,5.6,no,C
male,group B,associate's degree,none,100,94,84,92.67,2.1,76.6,low,always,no,7.9,yes,A
female,group C,some high school,completed,100,100,96,98.67,32.5,91.0,high,often,yes,7.3,no,B
female,group C,master's degree,none,39,35,38,37.33,25.5,61.6,low,rarely,yes,6.5,yes,F
female,group D,high school,completed,88,98,75,87.0,23.6,92.1,medium,often,yes,9.0,no,C
male,group E,high school,none,82,58,60,66.67,25.7,90.2,medium,sometimes,yes,5.4,no,D
female,group A,associate's degree,none,65,85,68,72.67,3.6,73.4,medium,rarely,no,7.0,yes,A
female,group D,some high school,completed,52,47,68,55.67,3.5,72.0,low,often,yes,7.1,no,C
female,group A,high school,none,100,96,100,98.67,34.9,73.2,medium,always,no,6.5,no,A
male,group B,some high school,none,100,79,88,89.0,20.5,78.0,medium,often,no,7.6,yes,A
male,group D,high school,none,94,100,80,91.33,17.5,72.6,low,often,yes,7.8,yes,A
female,group B,associate's degree,completed,88,100,100,96.0,30.9,90.7,high,often,yes,6.4,no,A
male,group D,associate's degree,completed,39,51,55,48.33,11.6,86.2,medium,rarely,yes,7.6,no,F
female,group E,high school,completed,84,94,77,85.0,30.9,97.1,high,sometimes,yes,7.1,no,F
female,group E,associate's degree,none,96,83,85,88.0,14.2,85.4,high,sometimes,no,5.1,no,C
female,group D,high school,completed,100,98,86,94.67,30.1,91.0,medium,often,no,6.2,yes,B
male,group E,master's degree,none,100,100,84,94.67,12.2,96.0,high,often,yes,7.8,yes,F
female,group A,some college,none,95,100,100,98.33,27.5,60.8,high,always,no,7.7,no,A
male,group A,associate's degree,completed,79,63,82,74.67,2.7,84.4,low,rarely,yes,6.5,no,B
female,group C,high school,completed,77,93,90,86.67,7.9,86.5,high,often,yes,7.7,yes,C
female,group A,bachelor's degree,completed,99,87,100,95.33,12.9,81.4,high,always,yes,5.2,no,A
female,group D,associate's degree,none,100,100,100,100.0,25.7,97.7,high,rarely,yes,7.8,no,B
female,group B,master's degree,none,94,87,90,90.33,23.2,61.2,high,sometimes,yes,7.9,no,D
male,group A,high school,completed,74,73,59,68.67,34.7,63.6,high,rarely,no,7.7,yes,D
female,group E,some college,completed,75,60,64,66.33,8.8,84.9,low,often,yes,5.5,no,D
male,group A,high school,none,70,74,75,73.0,33.1,69.1,high,rarely,no,6.6,no,F
female,group A,master's degree,none,62,79,77,72.67,27.6,69.1,high,sometimes,yes,5.1,yes,F
male,group D,bachelor's degree,none,78,71,71,73.33,3.5,93.5,low,often,yes,6.0,yes,C
female,group C,some college,completed,97,97,100,98.0,4.2,76.1,high,always,yes,8.1,yes,C
female,group B,master's degree,completed,96,81,96,91.0,33.1,70.7,low,often,no,6.8,yes,D
female,group E,master's degree,none,97,92,90,93.0,8.2,80.4,low,often,no,7.1,no,A
female,group B,some college,completed,86,77,73,78.67,30.9,66.8,low,sometimes,yes,6.7,yes,B
male,group D,some high school,completed,100,100,94,98.0,13.9,94.1,high,always,yes,7.2,yes,A
female,group C,some high school,completed,47,47,48,47.33,33.4,61.0,low,rarely,yes,6.5,no,F
male,group E,high school,none,85,71,93,83.0,22.2,77.5,medium,always,no,7.9,no,D
female,group A,associate's degree,completed,81,82,87,83.33,10.7,66.0,high,rarely,yes,5.4,yes,A
female,group E,some high school,none,66,65,87,72.67,11.3,84.2,high,often,yes,8.3,no,D
female,group D,master's degree,completed,78,81,89,82.67,2.3,95.2,medium,sometimes,yes,5.8,yes,D
female,group B,some college,none,71,70,83,74.67,21.4,72.7,low,sometimes,yes,7.2,yes,A
female,group E,bachelor's degree,completed,60,71,58,63.0,6.4,86.6,medium,sometimes,no,5.9,yes,D
male,group B,high school,completed,84,64,66,71.33,2.8,62.0,high,often,yes,8.8,yes,B
male,group E,associate's degree,completed,100,95,91,95.33,18.8,78.6,medium,rarely,no,8.8,yes,B
female,group C,some college,completed,70,65,92,75.67,13.8,97.9,high,sometimes,yes,7.4,no,F
